"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"516",4,2,5,3,5,1,1,2,1,3,4,4
"517",5,4,1,3,5,5,3,1,4,1,1,5
"518",3,2,5,3,2,5,1,3,5,5,1,2
"519",4,4,2,5,1,5,3,3,5,3,2,3
"520",4,4,3,5,2,5,4,3,5,3,5,4
"521",2,3,2,5,1,5,4,4,5,3,1,3
"522",2,4,5,3,5,2,1,1,1,5,5,4
"523",1,2,5,3,1,5,1,1,1,5,1,4
"524",2,4,2,5,1,5,4,5,5,2,2,5
"525",4,3,5,4,4,5,2,4,5,3,1,3
"526",2,2,5,4,1,5,4,5,5,3,4,3
"527",1,4,3,4,1,5,3,5,5,3,5,2
"528",4,1,5,3,5,5,3,1,5,3,1,3
"529",3,4,5,4,2,5,3,1,5,3,5,3
"530",2,5,3,3,1,5,4,1,4,3,4,1
"531",4,4,1,5,2,5,5,5,5,1,1,5
"532",2,2,5,4,3,1,2,4,5,5,3,4
"533",5,1,2,3,5,2,2,1,2,1,1,5
"534",3,3,3,4,5,3,1,1,1,3,5,5
"535",1,4,5,3,1,5,4,1,4,3,2,3
"536",5,1,5,4,5,4,1,1,5,3,3,5
"537",4,4,5,4,5,2,4,4,4,3,1,3
"538",5,4,2,3,4,5,3,1,4,1,3,3
"539",4,4,2,3,5,5,1,1,1,3,1,4
"540",3,3,5,4,2,1,3,5,4,5,1,1
"541",1,2,5,4,4,1,2,1,2,5,5,4
"542",2,5,5,4,1,5,4,5,5,5,1,1
"543",3,4,3,4,1,2,5,1,2,3,1,3
"544",4,2,5,4,5,2,4,1,5,2,1,4
"545",4,1,2,5,1,5,3,3,5,3,1,5
"546",4,1,5,3,2,1,4,1,4,2,1,3
"547",2,1,5,4,1,2,4,5,5,3,1,3
"548",2,5,5,5,1,5,4,5,5,5,3,3
"549",4,4,3,4,2,5,4,2,5,3,1,3
"550",4,3,5,4,4,2,1,1,3,5,5,4
"551",4,2,3,3,2,3,3,1,2,3,1,3
"552",2,2,5,1,1,5,2,1,4,2,1,1
"553",3,4,3,4,1,2,3,1,1,3,1,4
"554",2,4,5,5,1,2,4,1,5,5,5,4
"555",5,2,5,3,5,2,3,1,5,1,4,3
"556",4,1,5,3,2,2,3,1,4,3,1,4
"557",4,2,2,4,2,4,3,1,4,3,1,4
"558",4,4,2,4,1,5,4,1,5,2,1,3
"559",4,2,5,3,5,2,2,1,4,3,1,3
"560",1,4,5,3,1,2,4,5,1,5,1,1
"561",2,4,1,3,1,5,3,1,4,3,5,3
"562",3,2,5,4,2,1,4,5,4,3,1,3
"563",4,4,5,5,4,5,4,5,5,3,2,4
"564",3,3,3,4,4,5,3,1,5,2,4,4
"565",4,4,5,3,5,3,1,1,3,3,5,3
"566",4,2,3,4,5,4,3,1,4,3,1,4
"567",4,2,2,4,5,2,4,1,4,3,1,5
"568",4,4,2,1,5,5,2,1,2,3,3,3
"569",4,4,2,5,2,5,3,3,5,5,1,5
"570",4,5,1,5,1,5,4,3,5,1,1,3
"571",4,4,1,3,1,5,1,1,1,5,1,4
"572",1,2,5,3,2,2,2,1,4,5,5,3
"573",4,2,5,4,1,2,4,3,5,1,1,3
"574",1,5,5,5,1,5,1,5,4,5,5,3
"575",5,4,1,5,5,5,3,1,5,1,1,5
"576",2,5,2,5,2,5,5,1,5,2,5,3
"577",3,3,2,4,4,4,3,1,2,3,5,5
"578",3,4,2,5,1,5,3,2,5,3,4,5
"579",5,3,2,3,4,5,3,1,4,1,1,4
"580",4,2,5,3,5,1,3,2,2,3,1,2
"581",4,3,5,4,2,3,3,4,5,3,3,3
"582",4,1,5,3,1,1,4,1,4,1,1,3
"583",2,4,2,4,1,5,4,1,5,5,1,3
"584",5,4,2,5,5,2,4,1,5,1,5,5
"585",3,2,5,1,2,2,1,3,1,5,1,3
"586",4,2,5,1,5,2,2,1,1,3,1,4
"587",4,2,5,3,5,2,1,1,1,3,1,3
"588",1,5,5,5,1,5,3,1,5,3,5,3
"589",4,2,5,3,5,3,3,1,5,3,1,3
"590",3,4,5,5,2,5,3,1,5,3,5,4
"591",4,2,5,3,5,3,1,1,5,3,5,3
"592",5,2,3,4,2,2,2,1,4,3,1,4
"593",3,4,1,4,1,5,4,1,5,2,1,4
"594",4,4,5,5,2,3,1,1,5,5,5,5
"595",2,5,5,5,1,5,4,5,5,5,5,5
"596",4,2,5,3,5,3,1,1,5,5,5,4
"597",2,3,5,4,1,5,3,3,5,5,5,1
"598",1,2,5,3,1,2,4,1,5,5,4,3
"599",4,4,2,4,4,5,2,1,4,1,5,4
"600",4,1,5,3,5,1,4,1,4,3,1,3
"601",1,2,5,3,1,1,4,1,1,5,1,2
"602",2,3,5,3,1,5,1,1,5,3,5,3
"603",5,1,1,1,2,5,1,1,4,1,1,1
"604",2,1,5,4,1,5,3,2,5,3,1,3
"605",2,1,5,3,1,2,3,3,1,5,1,3
"606",4,4,5,5,2,2,4,2,5,3,2,4
"607",3,4,2,4,2,5,3,1,5,3,5,4
"608",2,4,3,5,1,5,3,2,5,5,4,4
"609",5,2,5,3,2,2,1,1,4,3,1,4
"610",5,2,2,4,5,2,3,1,2,3,1,5
"611",3,5,5,4,5,5,3,5,4,3,1,4
"612",4,4,1,3,3,5,2,1,5,1,1,4
"613",5,4,5,3,5,4,2,1,5,3,1,3
"614",4,4,2,4,2,5,1,1,4,3,1,4
"615",3,3,5,3,4,2,3,1,4,3,1,1
"616",4,2,5,4,1,1,4,4,5,2,1,3
"617",5,3,1,4,3,5,1,1,5,3,2,4
"618",2,4,2,4,2,5,5,2,4,1,1,4
"619",4,2,2,3,2,2,3,1,1,1,1,3
"620",4,5,2,4,2,5,4,5,4,3,1,3
"621",5,2,1,3,5,3,1,1,4,3,1,4
"622",4,2,3,4,2,2,2,1,5,3,5,4
"623",5,2,1,3,2,5,4,1,5,1,1,4
"624",2,3,5,3,1,5,3,1,5,3,2,2
"625",3,2,5,4,1,2,4,3,4,3,1,3
"626",2,5,3,4,2,5,2,5,4,5,5,3
"627",4,1,5,4,2,2,1,5,5,3,1,4
"628",5,3,5,4,5,2,2,1,5,2,1,4
"629",3,2,5,2,2,3,1,1,2,5,1,3
"630",4,5,2,5,4,5,4,5,5,3,1,4
"631",4,2,1,4,1,5,3,1,4,1,1,4
"632",3,2,5,4,1,5,3,1,5,3,1,3
"633",3,3,5,4,2,5,1,1,4,5,5,4
"634",4,1,2,3,2,2,2,1,1,2,1,4
"635",1,5,5,5,2,5,2,5,4,5,5,4
"636",4,5,1,4,2,5,1,1,4,3,5,3
"637",2,2,5,3,5,5,1,2,2,5,5,4
"638",4,3,2,5,1,2,4,1,2,1,1,4
"639",3,4,5,5,5,4,4,5,5,3,3,3
"640",2,5,5,5,2,2,4,1,5,5,5,4
"641",3,4,3,5,2,3,4,2,4,3,2,5
"642",3,3,1,3,1,5,1,1,4,1,5,4
"643",5,1,5,1,5,2,1,1,4,1,1,1
"644",4,4,5,4,2,5,2,5,4,3,2,2
"645",4,2,5,4,2,4,2,2,5,3,1,4
"646",1,3,5,4,2,3,4,2,2,5,2,3
"647",2,2,5,5,2,2,4,5,3,5,3,4
"648",3,4,5,4,5,5,3,5,4,5,1,4
"649",2,1,5,1,4,1,3,2,1,5,1,3
"650",3,3,5,3,2,5,2,2,5,5,1,3
"651",4,3,5,4,2,5,4,5,5,1,1,3
"652",3,2,5,1,2,2,3,3,4,5,1,1
"653",4,4,1,4,2,5,3,1,2,3,2,4
"654",5,2,1,3,5,2,3,1,1,1,1,4
"655",5,4,1,5,2,5,4,1,5,1,2,5
"656",2,5,1,3,2,5,2,1,2,1,5,4
"657",2,1,2,1,2,4,2,1,1,3,2,4
"658",4,2,5,4,1,2,2,3,5,3,1,4
"659",2,3,5,3,1,2,1,1,4,5,4,1
"660",2,2,5,3,4,2,2,2,2,5,1,3
"661",3,4,5,4,2,5,3,5,5,5,1,3
"662",5,2,2,4,5,5,1,1,5,1,1,5
"663",2,2,5,3,1,4,2,2,5,5,3,1
"664",1,3,5,4,1,5,3,1,4,3,5,3
"665",2,5,5,4,5,3,4,5,5,5,5,2
"666",4,4,5,5,4,2,3,2,5,5,5,4
"667",4,5,2,5,1,5,3,1,5,3,5,5
"668",4,3,5,5,5,2,1,5,5,5,5,4
"669",5,2,2,4,5,2,4,1,5,1,1,4
"670",4,1,5,4,2,4,1,2,5,3,3,4
"671",2,5,5,3,1,5,2,5,1,5,1,1
"672",4,1,5,3,2,5,3,5,5,1,1,4
"673",1,4,5,4,1,5,3,5,5,5,3,1
"674",2,4,5,3,2,3,4,1,4,3,1,1
"675",3,4,5,5,1,5,4,5,5,2,1,3
"676",4,2,1,4,2,5,2,1,4,3,1,5
"677",5,2,5,3,5,2,1,1,4,2,1,4
"678",1,4,5,3,2,2,4,1,2,5,3,2
"679",1,2,5,3,1,4,2,3,5,5,5,1
"680",2,4,5,3,2,5,1,1,4,5,4,3
"681",1,4,3,3,1,5,1,5,5,3,1,3
"682",2,5,3,4,2,5,3,1,5,3,5,3
"683",5,4,1,5,2,5,4,1,5,1,1,5
"684",2,2,5,3,5,1,4,1,4,3,5,1
"685",4,3,5,3,5,3,2,1,1,3,1,5
"686",3,4,1,3,1,5,4,1,4,3,1,3
"687",1,5,2,5,1,5,3,2,3,5,5,4
"688",4,1,5,3,5,2,1,5,5,2,1,3
"689",4,4,5,5,2,3,1,5,5,5,5,5
"690",4,1,5,3,5,3,1,2,1,3,1,5
"691",5,1,3,3,2,5,1,1,5,3,1,4
"692",1,2,5,3,2,2,3,3,5,5,5,1
"693",2,2,5,1,1,2,1,1,1,5,1,3
"694",4,2,5,1,5,2,1,1,4,5,2,3
"695",2,2,3,1,1,5,1,1,4,5,4,2
"696",3,3,3,5,2,3,4,1,5,3,5,5
"697",3,3,5,5,5,3,5,5,5,1,2,4
"698",2,4,5,5,1,5,5,5,5,3,5,3
"699",1,2,5,4,2,1,1,5,1,5,5,3
"700",4,2,5,3,5,5,1,1,5,3,1,4
"701",1,2,5,3,2,1,4,3,1,5,1,2
"702",5,2,4,3,5,2,1,1,1,3,1,5
"703",5,3,5,5,5,4,4,3,5,3,2,4
"704",4,4,2,5,1,5,5,1,5,1,1,2
"705",2,4,3,5,1,5,4,1,5,3,5,4
"706",4,2,5,4,5,3,3,1,4,1,3,5
"707",3,2,5,3,1,4,1,2,1,5,1,2
"708",4,2,5,5,2,2,4,2,5,1,1,4
"709",3,2,5,3,1,3,1,2,2,5,1,3
"710",3,2,5,4,1,5,4,5,4,3,1,4
"711",1,5,5,5,2,5,3,5,5,5,5,3
"712",4,4,1,5,1,5,5,2,5,1,2,4
"713",3,2,5,1,5,2,1,1,1,5,5,3
"714",2,3,3,5,1,5,2,2,5,5,5,4
"715",2,2,5,3,1,2,3,3,5,4,3,1
"716",4,2,5,3,5,2,1,5,3,5,1,3
"717",5,2,1,3,5,2,2,1,1,3,1,5
"718",1,4,5,3,1,5,2,5,3,5,4,1
"719",1,5,5,5,1,2,4,2,5,5,5,3
"720",5,2,1,4,4,5,1,1,2,1,2,5
"721",2,4,1,1,2,5,3,1,1,3,2,4
"722",4,2,5,4,1,5,4,4,5,2,1,3
"723",2,2,3,3,1,2,4,2,2,3,1,1
"724",2,2,5,3,1,2,1,1,4,5,4,3
"725",4,2,3,4,2,4,4,1,5,1,1,3
"726",2,1,5,1,1,5,1,1,3,5,1,3
"727",5,2,2,3,2,3,3,1,5,1,1,2
"728",3,4,3,5,2,5,4,3,5,3,1,4
"729",3,3,5,3,1,5,1,2,5,3,1,1
"730",4,1,5,3,5,3,1,2,5,3,1,4
"731",5,3,2,5,2,5,1,1,5,3,1,5
"732",3,3,5,3,1,2,1,1,1,3,5,2
"733",4,2,1,1,2,5,1,1,4,3,1,3
"734",4,3,3,4,2,5,4,1,4,3,1,4
"735",4,4,5,4,2,5,2,1,5,3,1,4
"736",4,4,1,5,1,5,3,1,5,3,2,4
"737",4,1,5,3,1,3,1,1,5,3,4,3
"738",3,1,5,3,4,2,3,1,2,3,3,3
"739",1,4,5,5,1,2,4,5,4,5,1,4
"740",1,4,1,5,1,5,5,5,5,3,1,3
"741",3,4,5,4,2,2,3,4,5,5,2,1
"742",3,2,5,3,1,5,4,2,5,3,1,3
"743",4,2,2,3,2,5,4,1,5,2,1,3
"744",1,1,5,3,1,2,4,2,4,5,1,2
"745",2,2,3,3,1,5,4,5,1,1,1,3
"746",4,4,3,4,2,4,4,1,5,2,5,3
"747",4,3,2,4,5,4,2,1,2,3,1,4
"748",2,4,5,5,2,4,4,2,5,5,4,4
"749",4,2,5,1,2,2,1,1,2,5,1,1
"750",5,3,3,3,4,2,4,1,4,1,1,1
"751",3,3,5,1,3,2,4,1,2,2,1,1
"752",2,1,5,3,1,1,3,2,2,3,1,1
"753",2,4,5,3,4,4,4,2,4,5,1,3
"754",4,2,1,3,1,5,4,1,5,1,1,3
"755",4,2,5,3,2,2,3,1,5,3,4,3
"756",1,4,5,5,1,2,4,5,5,5,5,3
"757",4,3,5,1,5,1,3,1,1,3,1,1
"758",2,5,3,4,1,5,4,2,5,3,1,3
"759",2,3,5,4,1,2,4,4,4,3,1,3
"760",1,4,5,3,1,5,3,2,5,3,5,1
"761",4,3,5,3,5,2,3,1,5,3,5,3
"762",2,4,1,4,2,5,4,1,4,1,2,3
"763",2,2,3,4,1,2,5,1,2,3,1,4
"764",2,4,5,3,1,5,3,1,4,3,5,1
"765",4,2,1,3,1,5,2,1,4,3,1,4
"766",5,3,2,5,2,5,5,3,5,1,1,4
"767",4,2,5,4,2,4,3,3,5,1,1,3
"768",4,4,5,3,5,2,3,1,1,3,4,4
"769",5,4,5,5,5,2,3,1,4,3,3,5
"770",4,4,1,4,2,5,4,2,2,1,1,5
"771",4,2,3,4,1,4,3,1,5,3,1,3
"772",1,5,5,5,2,4,2,5,5,5,5,2
"773",4,4,2,5,1,2,4,5,5,2,1,4
"774",2,2,5,3,1,2,3,1,5,5,1,1
"775",2,2,5,1,2,1,5,5,1,3,1,1
"776",3,4,1,4,1,5,5,5,5,3,1,2
"777",3,2,5,4,1,2,3,2,5,3,1,3
"778",4,2,5,2,2,5,1,1,4,3,1,3
"779",2,4,5,4,2,5,3,5,5,5,1,3
"780",4,2,1,3,2,3,4,1,3,1,1,4
"781",4,2,4,3,2,2,1,1,2,3,1,3
"782",2,3,5,5,5,4,2,3,5,3,5,4
"783",2,4,5,5,1,5,3,2,5,5,5,4
"784",4,1,5,4,5,2,3,4,4,3,1,4
"785",4,2,3,5,1,4,4,1,5,2,1,4
"786",1,5,5,4,1,5,3,3,5,5,5,1
"787",3,2,5,3,1,2,4,3,2,3,1,3
"788",1,5,5,4,2,3,4,5,5,5,5,1
"789",1,3,5,3,1,1,4,2,2,5,2,1
"790",2,4,5,3,1,2,4,2,4,3,1,1
"791",4,2,5,3,4,1,3,1,1,3,2,3
"792",2,4,1,5,1,5,5,3,4,2,3,3
"793",2,5,5,5,4,5,4,5,5,5,5,4
"794",5,3,5,4,5,1,4,5,4,3,1,4
"795",2,3,5,4,4,2,3,5,4,5,1,3
"796",3,4,5,4,2,2,4,5,4,1,1,1
"797",2,4,5,5,1,2,4,5,5,5,5,4
"798",4,2,5,4,5,1,1,4,4,5,4,4
"799",4,4,5,3,2,1,3,1,2,3,5,1
"800",4,4,5,5,1,2,4,4,5,3,1,3
"801",4,4,4,4,5,2,2,1,4,3,5,5
"802",1,2,5,4,2,1,5,5,4,5,1,2
"803",2,2,5,1,2,4,1,1,4,3,1,3
"804",2,2,5,3,5,1,1,3,2,5,5,2
"805",2,5,2,5,2,5,4,1,5,4,5,4
"806",2,5,1,4,1,5,4,3,1,3,1,4
"807",2,3,5,3,2,3,4,2,5,3,2,3
"808",5,4,1,5,5,3,4,1,5,1,1,5
"809",2,2,5,4,1,5,4,5,5,3,1,3
"810",2,2,5,3,2,2,3,2,1,3,1,4
"811",2,5,5,5,2,5,1,5,5,5,5,4
"812",4,1,2,3,2,4,3,2,3,1,1,4
"813",2,2,5,3,2,5,1,1,1,3,1,4
"814",1,5,5,4,5,3,4,5,2,5,3,3
"815",5,2,3,5,2,5,4,1,5,1,1,4
"816",1,5,5,4,2,5,2,5,4,5,5,3
"817",4,1,5,3,5,2,3,2,2,1,1,3
"818",4,1,5,1,5,2,3,1,3,1,1,3
"819",4,2,5,4,5,4,3,4,5,3,3,3
"820",4,3,5,3,5,2,1,1,1,1,5,4
"821",4,4,5,4,2,5,3,1,5,3,2,3
"822",4,1,5,4,1,1,4,3,4,3,1,4
"823",1,5,1,5,1,5,5,3,4,1,1,1
"824",5,2,5,3,2,2,3,3,4,1,1,3
"825",4,5,3,4,4,5,4,1,5,3,2,3
"826",2,5,5,3,3,2,3,1,2,5,2,3
"827",1,5,5,3,1,4,3,1,1,5,5,3
"828",1,2,5,4,1,2,4,3,4,5,3,3
"829",2,5,1,4,1,5,3,1,5,4,5,3
"830",4,1,5,3,2,5,1,1,5,3,2,3
"831",3,5,5,5,2,5,3,3,5,3,5,3
"832",5,2,2,5,5,5,4,5,5,1,1,5
"833",5,3,3,4,2,5,4,1,5,1,1,3
"834",4,2,3,3,2,3,1,1,1,3,1,5
"835",3,1,5,1,5,1,2,3,1,3,1,1
"836",2,3,5,4,1,5,5,5,5,3,1,2
"837",4,1,5,4,1,1,5,1,5,3,1,4
"838",2,2,3,3,2,5,3,1,4,3,4,4
"839",2,1,5,3,1,4,4,3,5,3,1,2
"840",1,4,2,5,1,5,4,3,3,5,1,4
"841",2,2,5,4,5,5,3,5,4,5,1,4
"842",3,3,5,5,5,2,4,5,5,5,4,3
"843",4,3,5,5,5,1,3,1,4,3,2,5
"844",1,4,5,5,1,5,4,5,5,5,4,5
"845",5,2,3,3,5,2,1,1,5,3,5,4
"846",4,1,5,1,5,1,1,1,2,5,1,3
"847",2,2,5,1,1,5,4,4,3,3,1,1
"848",3,4,5,3,2,5,3,1,5,3,2,3
"849",5,5,1,4,1,5,3,1,5,1,4,4
"850",1,4,5,5,2,5,3,1,5,3,5,3
"851",3,4,1,4,1,5,1,1,4,3,5,5
"852",3,2,5,3,1,2,3,2,4,3,1,1
"853",2,4,5,5,1,5,3,5,5,5,3,4
"854",5,4,1,5,1,5,2,1,5,2,5,5
"855",4,2,5,1,5,1,4,1,4,3,1,1
"856",4,4,4,3,5,1,4,1,2,3,4,1
"857",5,2,5,3,5,2,1,1,4,2,1,4
"858",2,4,5,5,2,5,3,4,5,5,5,5
"859",2,5,1,3,1,5,4,3,4,3,1,1
"860",4,4,1,5,1,5,3,2,5,1,1,4
"861",4,4,5,3,5,2,4,4,2,3,1,3
"862",3,2,5,5,1,2,4,1,5,5,5,4
"863",2,4,2,5,1,5,3,4,5,5,1,4
"864",4,2,5,1,5,2,1,1,5,3,3,1
"865",1,4,2,5,1,5,4,2,5,3,2,1
"866",1,4,5,5,1,5,4,1,5,5,5,4
"867",2,2,5,3,1,5,2,5,5,5,2,1
"868",4,2,5,4,5,2,3,1,4,5,2,4
"869",4,1,5,3,4,1,4,1,4,1,1,1
"870",4,5,1,4,2,5,3,1,2,1,5,4
"871",4,2,5,3,1,2,2,3,2,3,1,1
"872",4,4,3,5,4,5,5,4,5,1,1,5
"873",1,4,5,4,1,4,4,1,4,5,5,1
"874",5,3,5,3,5,4,1,2,5,3,1,3
"875",4,2,2,3,5,5,3,3,3,1,1,4
"876",3,4,2,5,1,5,4,1,5,3,2,4
"877",4,3,5,4,5,1,4,1,4,5,5,4
"878",4,3,5,3,5,1,3,3,2,4,1,4
"879",2,2,5,4,1,1,4,1,1,5,1,3
"880",1,5,2,3,1,5,3,1,4,5,5,3
"881",4,2,3,4,1,5,1,2,5,3,1,3
"882",4,4,2,3,2,5,3,1,4,3,2,3
"883",3,5,2,5,1,5,4,3,5,3,2,3
"884",4,2,5,3,5,2,4,1,4,3,1,3
"885",2,2,3,5,1,2,5,1,5,3,1,3
"886",2,4,5,4,2,4,5,5,4,2,1,3
"887",2,2,5,3,5,1,2,1,1,5,3,3
"888",2,2,5,3,5,5,3,5,5,3,1,3
"889",3,4,5,5,1,5,4,3,5,3,5,1
"890",4,2,3,1,2,2,1,1,2,2,1,1
"891",1,5,3,5,1,4,4,2,1,5,5,4
"892",4,3,5,1,5,2,1,1,1,1,2,3
"893",5,1,3,1,2,4,1,1,2,2,1,4
"894",2,2,5,1,2,5,1,2,5,5,2,3
"895",4,3,3,5,2,5,4,2,5,2,1,5
"896",1,4,5,4,1,2,4,1,3,3,5,1
"897",5,1,2,3,5,2,4,1,4,1,1,3
"898",3,2,5,4,2,4,3,1,4,3,1,4
"899",2,4,5,5,1,2,3,5,5,5,2,2
"900",1,3,5,3,4,1,4,1,1,5,5,2
"901",4,1,5,3,5,1,4,5,5,3,1,1
"902",4,2,2,3,5,5,2,1,4,2,2,4
"903",2,4,5,3,1,5,2,1,1,5,1,3
"904",2,2,5,3,1,1,3,2,4,5,1,3
"905",2,2,5,1,2,2,1,2,1,3,1,1
"906",4,4,5,4,5,2,3,1,5,5,1,4
"907",1,4,5,5,2,2,3,5,5,5,5,5
"908",4,1,5,3,5,1,2,5,4,5,1,3
"909",3,1,5,4,1,1,3,1,4,3,1,3
"910",4,2,5,5,4,4,5,5,5,1,1,5
"911",2,2,3,4,1,2,4,1,4,1,3,3
"912",1,2,5,3,1,3,2,1,3,5,5,1
"913",4,4,5,3,5,5,3,1,5,3,2,3
"914",4,3,1,5,2,5,4,4,5,1,1,5
"915",1,4,5,5,1,5,4,5,5,5,3,3
"916",5,2,4,3,5,2,1,1,2,2,1,4
"917",4,5,3,5,2,5,3,5,5,3,2,4
"918",2,5,5,5,1,5,4,5,5,5,2,4
"919",2,5,5,4,1,5,4,2,5,3,1,3
"920",4,4,3,4,5,5,4,1,5,3,4,3
"921",1,4,4,5,1,5,3,1,4,5,5,3
"922",4,4,3,5,2,5,4,1,5,1,5,5
"923",4,3,1,3,1,5,3,1,4,3,1,3
"924",5,4,2,5,5,5,4,2,5,3,1,5
"925",2,4,5,4,5,2,2,3,4,5,3,3
"926",2,4,3,5,1,5,4,5,4,5,1,5
"927",4,1,5,4,5,2,3,1,5,3,1,5
"928",1,4,5,4,1,5,4,5,4,5,4,1
"929",4,2,5,5,2,2,3,5,4,3,1,4
"930",3,4,5,3,5,2,3,1,4,3,5,3
"931",5,1,3,3,5,1,2,1,1,1,2,4
"932",2,2,5,1,5,2,4,1,1,2,1,2
"933",1,4,5,3,1,2,3,1,1,5,5,3
"934",3,5,5,4,2,5,4,5,5,5,1,1
"935",1,5,1,5,1,5,5,2,5,3,5,4
"936",4,2,5,3,2,4,3,5,4,3,1,3
"937",4,1,5,1,5,1,1,1,1,3,1,3
"938",2,2,5,1,5,3,4,2,1,2,1,3
"939",2,5,1,5,1,5,4,1,5,3,5,4
"940",1,4,5,3,1,5,2,1,4,5,4,1
"941",2,2,5,3,4,2,2,5,2,5,1,3
"942",3,3,1,5,1,5,5,4,5,1,1,4
"943",3,4,2,5,1,5,4,5,5,3,1,3
"944",4,3,5,5,2,5,3,1,5,2,4,5
"945",4,5,1,5,2,5,3,1,5,3,5,3
"946",1,2,5,3,1,2,4,5,2,3,1,1
"947",4,4,1,5,1,2,4,1,4,2,5,4
"948",4,4,5,4,5,5,4,2,5,3,1,3
"949",5,2,3,5,5,3,3,5,5,2,4,5
"950",4,2,5,3,5,2,3,5,2,5,1,3
"951",1,4,3,5,1,5,4,1,5,3,5,4
"952",4,4,5,3,2,5,2,1,5,3,4,1
"953",1,3,5,3,1,5,2,1,1,5,1,2
"954",4,2,2,3,2,5,3,1,4,2,1,4
"955",3,2,5,3,5,1,2,4,3,5,1,3
"956",4,4,1,3,2,5,3,1,4,1,1,3
"957",4,3,5,4,1,4,3,1,5,5,2,3
"958",4,3,5,4,2,3,4,5,5,3,2,3
"959",4,3,5,5,5,1,4,1,5,3,3,4
"960",3,3,5,4,1,5,3,1,5,1,4,3
"961",2,1,5,1,5,2,1,1,1,5,5,3
"962",4,4,2,3,5,4,3,1,2,3,4,3
"963",3,3,5,4,5,2,3,1,2,3,4,5
"964",4,3,5,3,5,2,4,2,4,1,1,3
"965",4,5,2,5,5,5,3,1,5,3,5,5
"966",3,3,5,4,2,2,4,1,4,3,1,3
"967",1,5,5,4,2,2,4,1,2,5,2,3
"968",4,4,2,4,2,5,3,1,5,1,2,4
"969",2,5,3,4,1,5,4,5,4,3,1,1
"970",4,3,2,4,4,5,2,1,4,3,1,5
"971",1,4,3,3,1,5,3,5,1,5,1,3
"972",2,4,5,4,2,5,4,3,5,3,4,4
"973",3,3,3,5,1,5,1,1,5,5,5,4
"974",2,2,5,4,1,3,3,4,5,5,2,1
"975",5,1,1,3,1,5,3,1,5,1,1,5
"976",2,3,5,4,1,5,3,2,5,5,1,3
"977",2,5,5,4,2,4,3,5,3,5,2,3
"978",4,2,3,3,2,5,1,3,3,3,1,3
"979",5,2,3,4,5,5,3,1,5,1,1,4
"980",4,2,5,3,1,2,1,1,2,5,1,3
"981",1,4,5,5,1,1,5,5,4,5,4,3
"982",4,2,2,5,1,5,4,1,5,3,1,5
"983",2,4,5,5,2,4,4,4,5,3,4,4
"984",5,3,2,4,4,3,3,1,5,3,1,4
"985",1,2,5,4,1,5,4,2,5,3,1,2
"986",3,2,5,5,2,2,2,3,5,5,5,5
"987",2,5,5,5,1,5,5,5,5,3,1,3
"988",4,4,5,4,2,2,2,5,4,3,2,3
"989",3,5,5,5,1,2,5,5,5,3,1,3
"990",4,2,5,3,2,2,2,1,3,3,1,4
"991",4,1,2,3,4,2,3,1,2,1,1,4
"992",3,2,5,3,4,1,1,1,2,3,5,3
"993",2,4,5,5,1,5,3,1,5,5,5,4
"994",5,1,2,4,1,5,1,1,5,1,1,5
"995",4,3,5,4,4,4,1,5,5,5,1,3
"996",4,4,5,4,1,5,1,1,5,3,4,3
"997",2,4,5,4,2,5,4,5,4,5,5,3
"998",2,5,5,5,2,5,3,4,5,3,5,4
"999",2,2,5,4,1,2,4,5,5,4,1,1
"1000",4,2,3,3,4,3,1,1,5,1,3,3
"1001",2,5,2,5,1,5,4,5,4,3,5,3
"1002",5,2,2,4,1,5,3,1,5,1,1,3
"1003",4,5,2,4,1,5,1,1,5,5,2,3
"1004",4,2,5,5,1,2,4,5,4,3,1,4
"1005",1,4,5,5,1,5,4,5,5,5,1,4
"1006",5,3,2,4,2,5,1,1,5,1,1,5
"1007",5,2,1,3,5,2,1,1,1,1,2,5
"1008",4,1,5,3,2,3,3,1,5,3,1,3
"1009",1,2,5,4,1,5,5,5,5,5,1,1
"1010",4,4,1,4,1,5,5,2,5,1,1,3
"1011",1,4,5,5,1,2,5,5,4,5,5,4
"1012",4,5,5,5,5,5,3,5,5,3,1,5
"1013",4,3,5,5,5,3,4,5,5,3,1,5
"1014",5,1,2,3,2,3,1,1,4,2,1,5
"1015",4,2,2,3,1,4,4,1,4,1,1,3
"1016",2,3,5,4,5,2,4,2,4,3,2,4
"1017",4,4,2,3,3,5,3,2,5,1,1,3
"1018",2,3,5,3,4,2,2,1,2,3,5,3
"1019",4,2,3,3,2,2,4,1,4,3,1,4
"1020",3,1,5,3,3,2,1,1,2,5,1,4
"1021",2,2,5,4,2,2,3,1,5,3,5,4
"1022",4,4,3,4,5,5,3,2,4,2,1,4
"1023",4,5,5,3,5,5,3,5,4,3,1,1
"1024",5,1,5,5,2,1,3,1,5,3,1,5
"1025",4,5,1,4,2,5,3,1,5,3,5,5
"1026",2,3,5,3,2,2,4,4,2,5,1,1
"1027",5,2,5,5,5,4,3,1,5,2,2,5
"1028",2,2,5,3,1,5,1,1,5,3,1,4
"1029",3,1,5,1,2,2,4,1,1,3,1,3
"1030",4,4,5,4,1,5,4,5,5,3,1,3
